patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
ae59aa52-a65b-422b-95a3-86d9c362a810,Bác Huy Hoàng,194640848130,21/12/1967,0524881868,anon_77acb9a7@medviet-anon.vn,"21 Thành Dương xã JaneXã, 642347",Tim mạch,6.84,Quý cô Vân Hoàng,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,Tú Văn Nguyễn,687467931887,03/12/1993,0541178338,anon_ee95a75d@medviet-anon.vn,"5 Chị Dương Bùi, 910894",Tiểu đường,7.79,Trọng Văn Bùi,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Trọng Bảo Lê,151368116937,13/09/1999,0963981642,anon_db913a26@medviet-anon.vn,"536 Kim Đặng, 806033",Huyết áp cao,5.68,Bác Trung Lê,06/06/2026
f43e8c48-0bc1-49e5-bb3d-f0638409c5ea,Hà Mai,733545660786,11/10/1977,0540996541,anon_88aab1d4@medviet-anon.vn,"4 Jane Tổ
JohnPhường, 673108",Tiểu đường,3.86,An Mai,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Chi Lê,634995128163,14/09/1986,0369874958,anon_fea2c871@medviet-anon.vn,"410 Chi Bùi
JohnXã, 200219",Tiểu đường,5.85,Kim Đặng,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Thành Thị Trần,742624450134,14/05/1978,0598493182,anon_b32ceb0d@medviet-anon.vn,"291 An Dương, 526259",Tim mạch,4.25,Nhật Hải Trần,30/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Linh Mai,129577812801,11/12/1956,0510652513,anon_35bb0d81@medviet-anon.vn,"68 Lâm Xuân Lê phố Lâm Xuân Lê xã, 682959",Tim mạch,6.66,Thảo Trần,06/06/2026
030f9be9-1f17-4f93-a3c9-7a1ecb371d97,Ông Anh Vũ,608543191685,13/04/1953,0831144804,anon_ad10c52c@medviet-anon.vn,"9 Nhật Nguyễn, 196446",Tiểu đường,6.8,Minh Hoàng Trần,10/01/2026
6ee35607-92ea-4324-ac93-e5962b015723,Quý cô Lâm Lê,839584356776,24/07/1993,0325864449,anon_c0a8b058@medviet-anon.vn,"099 Phương Đặng phố, 191982",Khỏe mạnh,6.41,An Đức Vũ,23/03/2026
cc152a1b-e278-4642-a484-e035330faaa3,Bà Hà Vũ,972062689588,11/10/2000,0784136880,anon_5500483c@medviet-anon.vn,"059 Vũ Hải Bùi xã JaneXã, 344068",Tim mạch,10.0,Anh Mai,21/02/2026
ead18464-ca8e-458c-90f8-1063889fe107,Hải Hoàng Trần,353579842623,10/05/1988,0562227846,anon_5d0ea99e@medviet-anon.vn,"0 Bà Hương Nguyễn JaneQuận, 614259",Tiểu đường,7.84,Cô Hồng Trần,15/02/2026
86c5547c-051a-4039-b803-dcee9a069295,Anh Thành Lê,496116683835,29/11/1962,0970419103,anon_36301c3d@medviet-anon.vn,"2 Cô Hương Trần, 205939",Khỏe mạnh,7.54,Cô Duyên Lê,31/01/2026
cab63107-6fd6-4b3a-b2dd-9456bb7b6c05,Hà Bùi,894187333043,21/01/1984,0391302595,anon_bc417b9c@medviet-anon.vn,"209 Anh Hải Dương, 693022",Tiểu đường,10.26,Linh Lê,06/03/2026
58c88c48-3ced-4d1f-93eb-22c9beced21a,Anh Vũ Nguyễn,731812485771,12/04/1996,0556328429,anon_92a01bb4@medviet-anon.vn,"10 Cô Lâm Trần xã, 617033",Tim mạch,11.44,Vi Lê,10/06/2026
93fb71d0-dd32-4d9c-89ea-356a7abfcebf,Dũng Đức Trần,891212991924,15/01/1940,0994238571,anon_b9c2a1ce@medviet-anon.vn,"21 Thành Lê xã JohnXã, 555292",Tim mạch,3.92,An Thế Trần,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Chị Ánh Bùi,170468920405,28/10/1967,0502342078,anon_26d69cf8@medviet-anon.vn,"050 Quý cô Hà Vũ, 126985",Huyết áp cao,9.66,Thành Hoàng Dương,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Tú Văn Vũ,384005806961,24/11/1947,0523325260,anon_6974c89e@medviet-anon.vn,"477 Hạnh Đức Hoàng phố, 800596",Khỏe mạnh,4.52,Quý cô Yến Phạm,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Chị Nhật Lê,262540957619,25/07/1967,0963771425,anon_31e5dfad@medviet-anon.vn,"9 Trọng Hoàng Hoàng JohnQuận, 232315",Huyết áp cao,7.14,Ông Châu Vũ,13/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Duyên Đặng,874445232315,04/05/1947,0781469111,anon_068b7511@medviet-anon.vn,"7 Quang Đức Bùi, 694116",Huyết áp cao,5.86,Yến Hoàng,01/06/2026
de12dbf1-493d-4196-8926-a02119da8262,Vũ Phú Trần,246135197726,31/07/2001,0396365302,anon_57d8fbbc@medviet-anon.vn,"653 Quang Vũ, 957091",Tiểu đường,10.27,Mai Đặng,13/06/2026
af527666-b239-49f4-9bb5-46457ddac1b6,Huy Lê,891204071835,21/05/1976,0834017972,anon_828f314f@medviet-anon.vn,"736 Quý ông Bảo Mai, 844037",Khỏe mạnh,10.9,Chị Mai Dương,07/02/2026
d6441a9d-3362-4476-953a-e57fe00bd534,Ông Trọng Lê,576665237280,13/08/1997,0946201096,anon_64a5201d@medviet-anon.vn,"6 Chị Hà Bùi, 567773",Tiểu đường,7.38,Bác Hoàng Dương,09/03/2026
e4fd6c34-d670-4a21-a9dc-073e5820b3f2,Khoa Văn Lê,662878632425,25/03/1939,0853549841,anon_246a7cf4@medviet-anon.vn,"334 Khoa Bảo Vũ JohnPhường, 281614",Tiểu đường,9.45,Chị Xuân Phạm,29/04/2026
b676291d-4e32-4b4b-b168-c605ce1a1669,Quý ông Châu Lê,114670563147,14/12/1982,0760314851,anon_9c855433@medviet-anon.vn,"1 Cô Thành Đặng xã, 166938",Tiểu đường,8.53,Chị Thảo Bùi,20/02/2026
e4729be5-f3c2-444a-b60a-3dcca7f77451,Hồng Dương,435851434031,23/11/2005,0720579822,anon_ddfa6262@medviet-anon.vn,"0 Chi Trần, 872519",Huyết áp cao,6.97,Chị Hải Trần,08/06/2026
b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,Hà Bảo Phạm,418559321519,15/07/2004,0750272144,anon_f29ed431@medviet-anon.vn,"4 Quý ông Hưng Mai, 422002",Huyết áp cao,8.32,Bảo Văn Nguyễn,24/04/2026
1e26ed31-d9e9-4758-b6b9-04364b46ef33,Quý cô Bảo Dương,889528780047,09/03/1945,0327266220,anon_f25c2862@medviet-anon.vn,"4 Hạnh Mai Nguyễn xã, 697062",Tim mạch,7.29,Mai Đặng,01/06/2026
a18b5d15-5527-4407-bcd2-192f14b00f62,Chị Hà Phạm,488605181499,19/02/1936,0364541749,anon_92a7a592@medviet-anon.vn,"12 Chị Hải Lê, 104895",Tiểu đường,4.81,Cô Hương Nguyễn,22/05/2026
e45a87e8-039a-4ed5-b337-b2615f8392d5,Chị Mai Bùi,909341630504,20/01/1936,0940715546,anon_979d969b@medviet-anon.vn,"9 Hương Hoàng xã, 863187",Huyết áp cao,7.37,Hà Vũ,25/06/2026
303cb04b-c007-4336-9bf7-dda17d7c59a5,Anh Hoàng Dương,096108822681,09/01/1966,0730425571,anon_dbe4cbe5@medviet-anon.vn,"06 Quý ông Trung Trần JohnThành phố, 823255",Tim mạch,9.86,Quý cô Chi Trần,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Huy Lê,913341298083,22/06/1976,0710860476,anon_ca7d87b5@medviet-anon.vn,"18 Hạnh Văn Mai xã JohnXã, 309452",Tim mạch,9.98,Hạnh Nguyễn,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Bảo Trí Mai,940484655673,05/10/1963,0505500326,anon_9b2f58d4@medviet-anon.vn,"972 Anh Tú Đặng xã, 410401",Tiểu đường,8.22,Anh Hữu Đặng,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quý ông Minh Dương,947338131078,21/06/1993,0809132106,anon_74656c39@medviet-anon.vn,"57 Bà Yến Nguyễn, 520245",Tim mạch,3.62,Huy Trí Bùi,14/05/2026
6bf7240f-ccc6-4fed-ba6e-43d0d9c59cd9,Nhật Văn Mai,818768032165,09/03/1957,0568514925,anon_e58bbc8f@medviet-anon.vn,"6 Chị Thành Đặng JaneThành phố, 531262",Tim mạch,8.1,Vũ Hữu Nguyễn,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Tú Bùi,014959881265,15/06/1948,0352637267,anon_4186eb8a@medviet-anon.vn,"890 Thảo Mai phố, 887931",Tiểu đường,4.22,Cô Mai Bùi,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Minh Hoàng Hoàng,710778136297,22/12/1997,0931292494,anon_ff2cfd3c@medviet-anon.vn,"17 Quý cô Vân Trần, 675771",Tim mạch,4.01,Anh Minh Hoàng,03/06/2026
a335b2c8-9e7b-4e95-b692-641a9aad10ce,Nhật Hoàng,445760103249,24/08/1963,0590534315,anon_40d7b6bb@medviet-anon.vn,"89 Ông Dũng Mai JohnThành phố, 457938",Tiểu đường,9.0,Quý cô Thành Nguyễn,09/01/2026
23f47a55-7e0f-40b2-aa06-1609e599bd3c,Chị Kim Mai,435832150654,27/02/1962,0528200668,anon_e3c389bc@medviet-anon.vn,"5 Dương Bùi xã JanePhường, 717942",Huyết áp cao,6.87,Hạnh Dương,23/05/2026
6ecca931-ef70-4d01-8da0-3d880c6f3051,Phương Vũ,139656754141,18/12/1952,0853127049,anon_ac292041@medviet-anon.vn,"3 Thảo Hoàng, 244892",Khỏe mạnh,9.67,Cô An Hoàng,17/06/2026
ef7db821-bca0-458e-b63d-65d5505c7527,Trung Mai Bảo Nguyễn,559823784557,15/01/1975,0562119004,anon_b11c38d3@medviet-anon.vn,"1 Cô Lan Nguyễn, 947568",Khỏe mạnh,5.9,Anh Tùng Mai,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Anh Vũ Lê,939160156902,25/05/1957,0594788466,anon_abc42364@medviet-anon.vn,"0 Thành Hữu Đặng JohnXã, 922405",Huyết áp cao,8.62,Vân Lê,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Bà Duyên Dương,833611297786,13/09/1969,0958427697,anon_1791768f@medviet-anon.vn,"8 Nhật Phạm, 178086",Tiểu đường,3.51,Chị Yến Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Tú Đức Bùi,553260479194,14/03/1970,0553807876,anon_6c7e9a87@medviet-anon.vn,"590 Vân Phạm, 645895",Tiểu đường,10.02,Quý ông Minh Đặng,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Bác Thành Mai,052925595549,20/07/1980,0390525994,anon_6424b436@medviet-anon.vn,"573 Thành Mai Bảo Nguyễn xã, 369054",Tiểu đường,7.75,Nhiên Phạm,09/06/2026
cd8565ce-83a9-4235-9ffd-4015c53f1db3,Bảo Thị Hoàng,712080748541,10/09/1961,0762866735,anon_d1181b9f@medviet-anon.vn,"361 Hà Văn Dương phố JanePhường, 447828",Tim mạch,6.18,Quý cô Duyên Phạm,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Hải Văn Vũ,893149301365,11/09/1970,0754176205,anon_bd43cf05@medviet-anon.vn,"618 Mai Vũ, 925115",Khỏe mạnh,6.47,Bảo Xuân Lê,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Quý ông Châu Mai,812436345523,07/10/1956,0875374662,anon_2a3cc478@medviet-anon.vn,"50 An Dương JohnHuyện, 320256",Tiểu đường,10.0,Thành Tấn Lê,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Hoàng Phú Nguyễn,729412299101,05/03/1960,0719250412,anon_f0f160e8@medviet-anon.vn,"1 Bác Nhiên Vũ, 234443",Khỏe mạnh,11.12,Bà Phương Trần,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Khoa Đức Trần,573705470013,26/03/1956,0941745702,anon_2919a16b@medviet-anon.vn,"6 Chị Hà Mai, 566991",Khỏe mạnh,4.08,Xuân Đặng,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Lâm Trần,414581324159,24/03/1962,0854008457,anon_66f2f97d@medviet-anon.vn,"3 Jane Dãy
Nhiên Hoàng, 909652",Huyết áp cao,7.78,Chị Hà Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Hà Phạm,678991311402,24/01/1958,0975724726,anon_c0e13c45@medviet-anon.vn,"7 Ông Anh Nguyễn, 377198",Tim mạch,11.62,Quý cô Hải Vũ,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Bà Lâm Phạm,037489805526,07/08/1979,0934971213,anon_ffeb2c29@medviet-anon.vn,"65 Bà Kim Lê xã JaneHuyện, 610511",Tim mạch,4.81,Thành Trần,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Bác Dũng Phạm,453701100652,06/12/1960,0319474721,anon_de8c6829@medviet-anon.vn,"51 Hải Trần phố, 355506",Tiểu đường,11.75,Hà Bảo Mai,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Cô Lan Lê,922709295229,25/06/1955,0531316699,anon_e38eb442@medviet-anon.vn,"9 Anh Thành Đặng xã Anh Thành Đặng xã, 278852",Tim mạch,8.29,Cô Hà Hoàng,04/06/2026
2e8ff5a8-c47a-4b7e-9209-383b95284c0a,Bà Duyên Bùi,125234647278,18/03/1997,0823863741,anon_ecb490f7@medviet-anon.vn,"886 Anh Dũng Nguyễn, 627778",Huyết áp cao,5.51,Linh Trần,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Kim Bảo Lê,195024246677,17/07/2006,0739606295,anon_2a615676@medviet-anon.vn,"65 Huy Hải Hoàng, 187889",Tiểu đường,9.58,Linh Đặng,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Kim Đức Trần,160609104794,13/07/1951,0388894386,anon_64f5c4bf@medviet-anon.vn,"12 Huy Hoàng Bùi, 483405",Tim mạch,8.32,Khoa Đức Mai,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bảo Vũ,422458331964,01/05/2001,0809670633,anon_97612e14@medviet-anon.vn,"1 Cô Linh Đặng, 939756",Tim mạch,11.12,Phương Lê,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Yến Lê,034985460771,28/06/1947,0906756601,anon_b33a2946@medviet-anon.vn,"6 Quý cô Hồng Lê xã, 111230",Khỏe mạnh,8.1,Bảo Dương,02/06/2026
b2cd9a0a-840c-4cb0-82b3-43849979cf26,Thành Hoàng Trần,940762111412,14/06/1984,0777198217,anon_887f2839@medviet-anon.vn,"JanePhường
93 Bà An Bùi, 676289",Huyết áp cao,6.39,Quý cô Yến Hoàng,09/03/2026
46c937e0-d0c5-4550-b69a-053958f42098,Tùng Bùi,092292144612,16/02/1936,0399705811,anon_27756001@medviet-anon.vn,"18 Phúc Trí Dương, 607122",Huyết áp cao,3.8,Thành Hữu Bùi,13/05/2026
dcad8ec2-963a-4333-a582-95dc75f1c654,Vũ Đức Phạm,252543556763,01/08/1970,0838200466,anon_ef2d66c5@medviet-anon.vn,"58 Anh Nam Phạm xã, 806423",Khỏe mạnh,8.0,Yến Phạm,02/03/2026
92ded495-e4f1-48e8-b7f3-f32b5a81762a,Cô Phương Phạm,052788836652,29/05/2003,0536632773,anon_2fa520dc@medviet-anon.vn,"952 Cô Lâm Bùi, 144316",Huyết áp cao,9.02,Huy Xuân Đặng,06/04/2026
e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Bà Bảo Trần,645700886893,21/01/2005,0351599196,anon_34245fd5@medviet-anon.vn,"80 Quang Hữu Mai, 643377",Huyết áp cao,11.2,Nhiên Bảo Đặng,11/05/2026
19ca9c1b-94bc-447a-a122-318935f3de4a,Hà Hoàng,869541554339,08/04/1971,0808835189,anon_1312c149@medviet-anon.vn,"63 Huy Mai Bùi, 288627",Tiểu đường,4.2,Quý ông Trọng Dương,06/06/2026
db370ca7-6ea5-4341-8e2a-c3ff3c5dba42,Nhiên Bùi,096117005296,13/11/1999,0845317165,anon_14f5b7fc@medviet-anon.vn,"44 Ông Dũng Vũ phố JohnHuyện, 599687",Tiểu đường,9.37,Phương Mai,20/02/2026
8eb7c306-8f73-498e-9c3d-0d5f5c6801d6,Ông Nhiên Đặng,963233023608,14/07/1991,0359138493,anon_ad189cac@medviet-anon.vn,"55 Bà Thảo Phạm, 762398",Tiểu đường,9.67,Chị Vi Vũ,23/03/2026
679f2f42-9256-4707-9cc0-5b67a19b224a,Quý cô Nhật Nguyễn,761819483177,05/04/1982,0783212687,anon_16a18cfa@medviet-anon.vn,"6 Hạnh Dương, 292818",Tiểu đường,11.92,Cô Vi Phạm,09/05/2026
b360dfaa-be6e-4d47-b0c0-804b406bf02d,Thảo Hoàng,149211531601,13/07/1989,0505511108,anon_dd749c46@medviet-anon.vn,"81 Linh Dương, 359414",Huyết áp cao,8.2,Quý ông Phúc Dương,26/01/2026
075072d6-2bac-4712-96a9-19e886d895e5,Phương Trí Lê,014946653299,02/10/1979,0304960152,anon_4019cb8b@medviet-anon.vn,"8 Bảo Thế Vũ xã, 665883",Huyết áp cao,5.35,An Hoàng Nguyễn,13/03/2026
4db6f475-27dd-4ac4-8282-b6e46986305a,Hoàng Trí Phạm,803002978925,16/01/1954,0597377993,anon_7e38e026@medviet-anon.vn,"40 Chị Thảo Hoàng xã, 687783",Huyết áp cao,5.54,Quý ông Thành Dương,19/05/2026
d413c850-63c4-476d-a55f-a725bcb3c168,Hương Nguyễn,322760512220,16/12/1992,0894838135,anon_cf4bb710@medviet-anon.vn,"31 Phúc Hoàng xã JaneHuyện, 834498",Khỏe mạnh,7.66,Ông Dũng Lê,30/01/2026
05aa5eab-88f3-47ea-b83f-52740cb4afe1,Hương Trần,930078473099,05/07/1952,0390454204,anon_4855c605@medviet-anon.vn,"564 Nhật Hoàng Trần, 158760",Tiểu đường,9.6,Linh Hoàng,16/04/2026
e54c8739-3133-439e-ae7d-952b785b8a07,Yến Dương,075326893008,03/02/1952,0843035961,anon_f0c31e55@medviet-anon.vn,"718 Cô Hải Hoàng, 759726",Tiểu đường,11.61,Thành Phạm,12/04/2026
a3760c2d-7b31-4cdc-80d9-1a8e1f44aa88,Chị Duyên Dương,003722652838,01/08/1942,0538531086,anon_e6f5476a@medviet-anon.vn,"491 Tùng Lê JohnHuyện, 908239",Tiểu đường,6.59,Thành Bùi,08/04/2026
56a2d49d-9e5f-4273-af9a-116817661795,Chị Hà Mai,245290825278,10/06/1956,0989769098,anon_27f85898@medviet-anon.vn,"30 Khoa Hoàng, 840951",Tiểu đường,6.69,Hưng Đặng,06/02/2026
59008d65-8b2a-4759-afc6-c4e691135d7e,Tú Lê,538479415361,25/04/1957,0901731343,anon_c919330f@medviet-anon.vn,"5 Quang Thế Phạm JaneXã, 350385",Khỏe mạnh,9.63,Hoàng Dương,12/04/2026
8d2cfe83-c407-4654-bf5f-61aaaee7c7a5,Vũ Hải Mai,020394321674,27/04/1979,0987847338,anon_5a81d952@medviet-anon.vn,"031 Hà Hải Lê JaneXã, 754280",Khỏe mạnh,3.57,Bảo Mai Dương,12/02/2026
03599c6d-1224-4bd2-b7c4-b3ee9b1fc6d1,Quý cô Lâm Nguyễn,842599740560,13/03/1999,0719511582,anon_2393d22d@medviet-anon.vn,"4 Ông Trọng Dương JohnThành phố, 860397",Khỏe mạnh,3.52,Yến Vũ,13/04/2026
a0154d65-91ed-454a-bfae-ef01a8290f3c,Hải Hoàng Phạm,404954753497,18/03/1984,0919934513,anon_1c538349@medviet-anon.vn,"5 Quý cô Hải Vũ
JaneHuyện, 532373",Huyết áp cao,10.07,Chị Kim Lê,16/02/2026
60042231-36c3-4e85-8bae-295e902a405c,Thành Đức Mai,384408963860,25/05/1996,0972862762,anon_81eccbd2@medviet-anon.vn,"Quận JaneThành phố
350 Hồng Phạm, 198867",Tim mạch,6.82,Chị Chi Phạm,31/01/2026
e3be7ca0-5df9-44fb-83d6-43ed236eb832,Cô Phương Dương,242136666921,01/01/1948,0996605814,anon_8e5edc38@medviet-anon.vn,"27 Lâm Bùi phố, 908348",Tiểu đường,5.03,Nhật Dương,18/06/2026
3a0a2b59-c538-4872-9eaa-543e1edbbe71,Hương Bùi,411400685578,10/11/1942,0972117407,anon_da77f324@medviet-anon.vn,"067 Khoa Dương, 238610",Khỏe mạnh,11.16,An Thị Đặng,25/05/2026
4336ffe5-6631-46a7-8c53-b74c0c9fa6e6,Chị Hạnh Vũ,708261077793,17/08/1994,0396186281,anon_505fb2d3@medviet-anon.vn,"9 Thảo Bùi, 817999",Khỏe mạnh,6.49,Bác Quang Phạm,24/03/2026
521be8c2-30c3-4f8a-992a-b43d5d822e3a,Anh Nam Nguyễn,828955461293,12/07/1958,0964922841,anon_43bf3a1b@medviet-anon.vn,"521 Ông Khoa Nguyễn, 827497",Tiểu đường,4.18,Quý cô Xuân Hoàng,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Quý cô Chi Mai,124568630964,11/09/1970,0501150865,anon_9b232241@medviet-anon.vn,"98 Cô Hà Trần
Huyện JohnPhường, 747983",Khỏe mạnh,5.42,Bà Xuân Vũ,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Anh Hoàng Hoàng,809981448716,02/02/1938,0352497515,anon_bb99d02e@medviet-anon.vn,"Anh Trung Hoàng JaneXã
387 Anh Trung Hoàng, 655132",Khỏe mạnh,6.42,Anh Vũ Bùi,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Minh Trần,560403057048,18/09/2003,0344867528,anon_411f937e@medviet-anon.vn,"256 Cô Vi Bùi xã JohnXã, 260169",Huyết áp cao,6.84,Cô Vi Mai,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Quang Mai Bảo Lê,759603556277,25/11/1953,0969926375,anon_6f1f4b3a@medviet-anon.vn,"881 Nhật Bùi
Huyện JaneThị xã, 418083",Tim mạch,9.24,Trọng Mai,21/01/2026
